season,last.name,first.name.x,first.name.y,games.played,games.started,minutes,average.minutes,field.goals,field.goal.attempts,two.pointers,two.point.attempts,two.point.prop,three.pointers,three.point.attempts,three.point.prop,free.throws,free.throw.attempts,free.throw.prop,offensive.rebounds,defensive.rebounds,assists,turnovers,blocks,steals,points,average.points,total.rebounds,fouls,foul.outs,jersey,class,height,height.inches,weight,redshirt,city,state,link,prior.school
1995.0,Chappell,Ivan,NA,30.0,10.0,726.0,24.2,90.0,220.0,63.0,140.0,0.45,27.0,80.0,0.3375,26.0,58.0,0.4482758620689655,39.0,56.0,27.0,42.0,3.0,23.0,233.0,7.8,95.0,37.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Peabody,Ben,NA,25.0,20.0,574.0,23.0,55.0,127.0,45.0,97.0,0.4639175257731959,10.0,30.0,0.3333333333333333,35.0,62.0,0.5645161290322581,22.0,48.0,49.0,39.0,20.0,18.0,155.0,6.2,70.0,56.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Talley,Marlow,NA,30.0,0.0,402.0,13.4,47.0,102.0,37.0,77.0,0.4805194805194805,10.0,25.0,0.4,22.0,31.0,0.7096774193548387,35.0,37.0,27.0,48.0,12.0,25.0,126.0,4.2,72.0,69.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Davis,Keith,NA,20.0,0.0,313.0,15.7,18.0,48.0,7.0,20.0,0.35,11.0,28.0,0.39285714285714285,6.0,13.0,0.46153846153846156,11.0,22.0,39.0,30.0,8.0,1.0,53.0,2.7,33.0,41.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Smith,John,NA,15.0,1.0,172.0,11.5,18.0,47.0,18.0,46.0,0.391304347826087,0.0,1.0,0.0,15.0,30.0,0.5,14.0,21.0,5.0,19.0,8.0,1.0,51.0,3.4,35.0,23.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Martin,Joe,NA,12.0,0.0,33.0,2.8,6.0,17.0,4.0,14.0,0.2857142857142857,2.0,3.0,0.6666666666666666,8.0,18.0,0.4444444444444444,4.0,3.0,5.0,2.0,0.0,2.0,22.0,1.8,7.0,8.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Dickerson,Will,NA,7.0,0.0,16.0,2.3,1.0,4.0,1.0,4.0,0.25,0.0,0.0,NaN,0.0,0.0,NaN,1.0,1.0,1.0,3.0,0.0,3.0,2.0,0.3,2.0,3.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Bostian,Greg,NA,7.0,0.0,9.0,1.3,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,1.0,2.0,0.5,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Chaney,David,NA,9.0,0.0,11.0,1.2,0.0,2.0,0.0,0.0,NaN,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Vouglaridis,Marios,NA,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Hofstede,Diederik,NA,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1995.0,Long,Colin,NA,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199495_Stats,NA
1996.0,Hopkins,Benard,Benard,33.0,33.0,964.0,29.2,224.0,400.0,222.0,394.0,0.5634517766497462,2.0,6.0,0.3333333333333333,88.0,142.0,0.6197183098591549,118.0,215.0,73.0,94.0,15.0,32.0,538.0,16.3,333.0,91.0,3.0,5.0,Senior,6-7,79.0,240,0.0,Baltimore,Md.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Hagerstown Junior College
1996.0,Hamilton,Sherman,Sherman,33.0,33.0,964.0,29.2,119.0,286.0,58.0,112.0,0.5178571428571429,61.0,174.0,0.3505747126436782,62.0,95.0,0.6526315789473685,27.0,63.0,143.0,104.0,6.0,44.0,361.0,11.0,90.0,54.0,0.0,21.0,Junior,6-2,74.0,180,0.0,Malton,Canada,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Flordia Tech
1996.0,Chappell,Ivan,Ivan,33.0,33.0,934.0,28.3,122.0,242.0,103.0,175.0,0.5885714285714285,19.0,67.0,0.2835820895522388,69.0,98.0,0.7040816326530612,50.0,79.0,41.0,50.0,3.0,24.0,332.0,10.1,129.0,47.0,2.0,3.0,Senior,6-6,78.0,215,0.0,Chesapeake,Va.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Otero Junior College
1996.0,Byrd,George,George,33.0,32.0,895.0,27.1,104.0,206.0,104.0,203.0,0.5123152709359606,0.0,3.0,0.0,92.0,145.0,0.6344827586206897,105.0,118.0,27.0,56.0,61.0,18.0,300.0,9.1,223.0,85.0,2.0,0.0,Junior,6-8,80.0,270,0.0,Gainesville,Fla.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Eastside
1996.0,Lee,Patrick,Patrick,32.0,19.0,688.0,21.5,83.0,205.0,56.0,112.0,0.5,27.0,93.0,0.2903225806451613,46.0,61.0,0.7540983606557377,35.0,68.0,76.0,54.0,16.0,43.0,239.0,7.5,103.0,49.0,0.0,33.0,Junior,6-1,73.0,200,0.0,Monroe,N.C.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Hagestown Junior College
1996.0,Peabody,Ben,Ben,33.0,14.0,563.0,17.1,65.0,145.0,52.0,112.0,0.4642857142857143,13.0,33.0,0.3939393939393939,57.0,92.0,0.6195652173913043,31.0,54.0,37.0,40.0,7.0,23.0,200.0,6.1,85.0,40.0,0.0,15.0,Senior,6-4,76.0,180,0.0,Oklahoma City,Okla.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Rose State College
1996.0,Talley,Marlow,Marlow,33.0,1.0,466.0,14.1,77.0,154.0,75.0,144.0,0.5208333333333334,2.0,10.0,0.2,24.0,36.0,0.6666666666666666,55.0,52.0,32.0,50.0,11.0,11.0,180.0,5.5,107.0,63.0,0.0,34.0,Senior,6-7,79.0,240,0.0,Sterling,Va.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Cleveland State College
1996.0,Marston,Scott,Scott,33.0,0.0,295.0,8.9,33.0,78.0,19.0,36.0,0.5277777777777778,14.0,42.0,0.3333333333333333,27.0,33.0,0.8181818181818182,10.0,22.0,14.0,26.0,1.0,6.0,107.0,3.2,32.0,30.0,0.0,43.0,Freshman,6-7,79.0,195,0.0,Cincinnati,Ohio,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Oak Hills
1996.0,Reed,Marcus,Marcus,32.0,0.0,370.0,11.6,33.0,96.0,21.0,55.0,0.38181818181818183,12.0,41.0,0.2926829268292683,13.0,28.0,0.4642857142857143,19.0,36.0,43.0,37.0,2.0,24.0,91.0,2.8,55.0,41.0,0.0,32.0,Junior,6-4,76.0,185,0.0,Staunton,Va.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Trinity Valley Junior College
1996.0,Smith,John,John,31.0,0.0,324.0,10.5,24.0,66.0,24.0,66.0,0.36363636363636365,0.0,0.0,NaN,18.0,29.0,0.6206896551724138,17.0,38.0,12.0,27.0,7.0,11.0,66.0,2.1,55.0,39.0,0.0,4.0,Senior,6-8,80.0,275,0.0,Columbia,S.C.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Wichita State
1996.0,Ridges,Tryrian,Tryrian,13.0,0.0,139.0,10.7,4.0,25.0,2.0,13.0,0.15384615384615385,2.0,12.0,0.16666666666666666,7.0,14.0,0.5,1.0,6.0,15.0,16.0,0.0,10.0,17.0,1.3,7.0,12.0,0.0,13.0,Freshman,6-1,73.0,170,0.0,Silber Spring,Md.,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Springbrook
1996.0,Martin,Joe,Joe,10.0,0.0,19.0,1.9,2.0,4.0,2.0,3.0,0.6666666666666666,0.0,1.0,0.0,2.0,4.0,0.5,1.0,3.0,0.0,3.0,0.0,0.0,6.0,0.6,4.0,2.0,0.0,35.0,Sophomore,6-3,75.0,190,0.0,Hamilton,Ontario,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,Cathedral
1996.0,Wood,Chris,NA,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,NaN,0.0,1.0,0.0,0.0,0.0,NaN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199596_Stats,NA
1997.0,Lee,Patrick,Patrick,27.0,26.0,837.0,31.0,147.0,313.0,85.0,183.0,0.4644808743169399,62.0,130.0,0.47692307692307695,78.0,98.0,0.7959183673469388,41.0,101.0,89.0,63.0,18.0,42.0,434.0,16.1,142.0,66.0,2.0,33.0,Senior,6-2,74.0,205,0.0,Monroe,N.C.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Hagerstown Junior College
1997.0,Archie,Torrance,Torrance,27.0,27.0,709.0,26.3,100.0,189.0,99.0,188.0,0.526595744680851,1.0,1.0,1.0,75.0,125.0,0.6,57.0,100.0,37.0,54.0,8.0,17.0,276.0,10.2,157.0,80.0,3.0,22.0,Junior,6-7,79.0,230,0.0,Jacksonville,Fla.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Daytona Beach Community College
1997.0,Byrd,George,George,20.0,11.0,547.0,27.4,85.0,150.0,85.0,150.0,0.5666666666666667,0.0,0.0,NaN,34.0,71.0,0.4788732394366197,61.0,82.0,30.0,38.0,20.0,7.0,204.0,10.2,143.0,43.0,0.0,0.0,Senior,6-8,80.0,270,0.0,Gainesville,Fla.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Eastside
1997.0,Reed,Marcus,Marcus,27.0,19.0,793.0,29.4,95.0,222.0,55.0,118.0,0.4661016949152542,40.0,104.0,0.38461538461538464,38.0,51.0,0.7450980392156863,19.0,63.0,55.0,50.0,6.0,34.0,268.0,9.9,82.0,53.0,0.0,32.0,Senior,6-4,76.0,185,0.0,Staunton,Va.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Trinity Valley Junior College
1997.0,Hamilton,Sherman,NA,27.0,27.0,911.0,33.7,89.0,220.0,48.0,95.0,0.5052631578947369,41.0,125.0,0.328,39.0,69.0,0.5652173913043478,28.0,78.0,127.0,58.0,3.0,35.0,258.0,9.6,106.0,55.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,NA
1997.0,Brooks,Mylo,Mylo,26.0,5.0,474.0,18.2,71.0,142.0,68.0,135.0,0.5037037037037037,3.0,7.0,0.42857142857142855,41.0,53.0,0.7735849056603774,30.0,74.0,8.0,31.0,18.0,7.0,186.0,7.2,104.0,45.0,1.0,10.0,Junior,6-9,81.0,245,0.0,Bowie,Md.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Hagestown Junior College
1997.0,Drake,Melvin,Melvin,27.0,11.0,485.0,18.0,45.0,106.0,41.0,78.0,0.5256410256410257,4.0,28.0,0.14285714285714285,24.0,39.0,0.6153846153846154,24.0,44.0,65.0,57.0,4.0,27.0,118.0,4.4,68.0,35.0,0.0,30.0,Junior,6-7,79.0,220,0.0,Albany,Ga.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Okaloosa-Walton Community College
1997.0,Moore,Simon,Simon,26.0,9.0,345.0,13.3,38.0,79.0,38.0,79.0,0.4810126582278481,0.0,0.0,NaN,26.0,42.0,0.6190476190476191,30.0,60.0,11.0,31.0,11.0,12.0,102.0,3.9,90.0,57.0,0.0,34.0,Freshman,6-7,79.0,240,0.0,Hopkins,S.C.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Lower Richland
1997.0,Marston,Scott,Scott,18.0,0.0,112.0,6.2,6.0,32.0,2.0,13.0,0.15384615384615385,4.0,19.0,0.21052631578947367,6.0,9.0,0.6666666666666666,3.0,7.0,4.0,6.0,1.0,0.0,22.0,1.2,10.0,9.0,0.0,43.0,Sophomore,6-6,78.0,210,0.0,Cincinnati,Ohio,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Oak Hills
1997.0,Miles,Kevin,Kevin,15.0,0.0,68.0,4.5,5.0,18.0,5.0,18.0,0.2777777777777778,0.0,0.0,NaN,5.0,6.0,0.8333333333333334,10.0,9.0,1.0,6.0,2.0,1.0,15.0,1.0,19.0,13.0,0.0,12.0,Junior,6-8,80.0,250,0.0,Orange,N.J.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Belleville Area College
1997.0,Shelton,Robert,Robert,13.0,0.0,111.0,8.5,5.0,23.0,1.0,6.0,0.16666666666666666,4.0,17.0,0.23529411764705882,0.0,0.0,NaN,1.0,9.0,5.0,3.0,0.0,3.0,13.0,1.6,10.0,3.0,0.0,3.0,Sophomore,6-3,75.0,195,0.0,Gum Springs,Va.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Ohio State
1997.0,Griggs,Roderick,Roderick,12.0,0.0,33.0,2.8,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Junior,6-8,80.0,200,0.0,Hueytown,Ala.,http://vcuathletics.com/sports/mbkb/archives/199697_Stats,Lawson State College
1998.0,Brooks,Mylo,Mylo,28.0,23.0,585.0,20.9,109.0,226.0,102.0,208.0,0.49038461538461536,7.0,18.0,0.3888888888888889,70.0,92.0,0.7608695652173914,NA,NA,19.0,55.0,38.0,8.0,295.0,10.5,143.0,46.0,3.0,10.0,Senior,6-9,81.0,250,0.0,Lanham,Md.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,Hagerstown Junior College
1998.0,Archie,Torrance,Torrance,28.0,28.0,811.0,29.0,98.0,183.0,97.0,181.0,0.5359116022099447,1.0,2.0,0.5,83.0,137.0,0.6058394160583942,NA,NA,31.0,66.0,12.0,32.0,280.0,10.0,181.0,89.0,4.0,22.0,Senior,6-7,79.0,235,0.0,Jacksonville,Fla.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,Daytona Beach Community College
1998.0,Lilly,Scott,Scott,28.0,28.0,898.0,32.1,77.0,214.0,26.0,66.0,0.3939393939393939,51.0,148.0,0.34459459459459457,25.0,40.0,0.625,NA,NA,69.0,58.0,3.0,19.0,230.0,8.2,79.0,39.0,0.0,15.0,Freshman,6-2,74.0,180,0.0,Charlotte,N.C.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,Independence
1998.0,Mills,Randy,Randy,27.0,8.0,628.0,23.3,75.0,165.0,41.0,82.0,0.5,34.0,83.0,0.40963855421686746,40.0,54.0,0.7407407407407407,NA,NA,35.0,43.0,12.0,21.0,224.0,8.3,80.0,39.0,1.0,42.0,Senior,6-7,79.0,230,0.0,Washington,D.C.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,HAgerstown Junior College
1998.0,Drake,Melvin,Melvin,27.0,12.0,623.0,23.1,85.0,161.0,82.0,143.0,0.5734265734265734,3.0,18.0,0.16666666666666666,44.0,68.0,0.6470588235294118,NA,NA,91.0,78.0,5.0,38.0,217.0,8.0,127.0,59.0,2.0,30.0,Senior,6-7,79.0,215,0.0,Albany,Ga.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,Okaloosa-Walton Community College
1998.0,Taylor,LaMar,LaMar,20.0,18.0,606.0,30.3,62.0,202.0,42.0,118.0,0.3559322033898305,20.0,84.0,0.23809523809523808,28.0,42.0,0.6666666666666666,NA,NA,89.0,79.0,5.0,31.0,172.0,8.6,55.0,57.0,1.0,3.0,Freshman,5-10,70.0,160,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,John Marshall
1998.0,Kodjoe,Patrick,Patrick,28.0,22.0,692.0,24.7,60.0,163.0,45.0,99.0,0.45454545454545453,15.0,64.0,0.234375,10.0,19.0,0.5263157894736842,NA,NA,16.0,40.0,12.0,17.0,145.0,5.2,140.0,64.0,1.0,13.0,Sophomore,6-7,79.0,215,0.0,Solden,Germany,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,The Collegiate School
1998.0,Hoggatt,Hunter,Hunter,28.0,0.0,442.0,15.3,40.0,144.0,11.0,35.0,0.3142857142857143,29.0,109.0,0.26605504587155965,9.0,13.0,0.6923076923076923,NA,NA,12.0,13.0,0.0,12.0,118.0,4.2,39.0,26.0,0.0,25.0,Freshman,6-3,75.0,170,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,Varnia
1998.0,Moore,Simon,Simon,24.0,1.0,329.0,13.7,38.0,88.0,37.0,85.0,0.43529411764705883,1.0,3.0,0.3333333333333333,29.0,45.0,0.6444444444444445,NA,NA,12.0,21.0,19.0,6.0,106.0,4.4,92.0,51.0,0.0,34.0,Sophomore,6-7,79.0,260,0.0,Gadsden,S.C.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,Lower Richland
1998.0,Whitlow,Chris,Chris,6.0,0.0,9.0,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,Sophomore,6-6,78.0,190,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,Atlee
1998.0,Carmon,Major,Major,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,NaN,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,Junior,6-7,79.0,235,0.0,Raleigh,N.C.,http://vcuathletics.com/sports/mbkb/archives/199798_Stats,Allen County Junior College
1999.0,Jones,Bo,Bo,31.0,16.0,859.0,27.7,150.0,391.0,78.0,192.0,0.40625,72.0,199.0,0.36180904522613067,71.0,91.0,0.7802197802197802,NA,NA,63.0,64.0,1.0,29.0,443.0,14.3,81.0,43.0,0.0,5.0,Sophomore,5-11,71.0,190,0.0,Richmond, Va.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Huguenot (Atlanta Metropolitan Junior College)
1999.0,Taylor,LaMar,LaMar,31.0,20.0,987.0,31.8,107.0,266.0,52.0,142.0,0.36619718309859156,55.0,124.0,0.4435483870967742,80.0,106.0,0.7547169811320755,NA,NA,194.0,120.0,0.0,60.0,349.0,11.3,117.0,60.0,0.0,3.0,Sophomore,5-9,69.0,160,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,John Marshall
1999.0,Hampton,Shawn,Shawn,31.0,5.0,775.0,25.0,103.0,222.0,103.0,222.0,0.46396396396396394,0.0,0.0,NaN,114.0,176.0,0.6477272727272727,NA,NA,4.0,44.0,53.0,29.0,320.0,10.3,209.0,93.0,2.0,44.0,Freshman,6-8,80.0,215,0.0,Baltimore,Md.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,St. Frances Academy
1999.0,Martin,Shannon,Shannon,27.0,19.0,518.0,19.2,101.0,206.0,77.0,141.0,0.5460992907801419,24.0,65.0,0.36923076923076925,17.0,29.0,0.5862068965517241,NA,NA,24.0,29.0,5.0,15.0,243.0,9.0,95.0,72.0,4.0,4.0,Junior,6-5,77.0,220,0.0,South Boston,Va.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Otero Junior College
1999.0,Lilly,Scott,Scott,29.0,19.0,607.0,20.9,69.0,181.0,32.0,82.0,0.3902439024390244,37.0,99.0,0.37373737373737376,28.0,41.0,0.6829268292682927,NA,NA,51.0,52.0,1.0,16.0,203.0,7.0,12.0,21.0,0.0,15.0,Sophomore,6-1,73.0,190,0.0,Charlotte,N.C.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Independence
1999.0,Kodjoe,Patrick,Patrick,30.0,25.0,754.0,25.1,62.0,160.0,41.0,92.0,0.44565217391304346,21.0,68.0,0.3088235294117647,29.0,34.0,0.8529411764705882,NA,NA,23.0,47.0,7.0,25.0,174.0,5.8,158.0,55.0,1.0,13.0,Junior,6-7,79.0,205,0.0,Solden,Germany,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,The Collegiate School
1999.0,Okosa,Reggie,Reggie,31.0,6.0,553.0,17.8,54.0,116.0,54.0,115.0,0.46956521739130436,0.0,1.0,0.0,21.0,40.0,0.525,NA,NA,12.0,38.0,19.0,23.0,129.0,4.2,163.0,64.0,1.0,21.0,Freshman,6-9,81.0,210,0.0,Claymont,Del.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Brandywine
1999.0,Moore,Scott,Scott,25.0,0.0,313.0,12.5,41.0,118.0,19.0,46.0,0.41304347826086957,22.0,72.0,0.3055555555555556,17.0,22.0,0.7727272727272727,NA,NA,9.0,21.0,0.0,7.0,121.0,4.8,30.0,35.0,0.0,20.0,Freshman,6-4,76.0,230,0.0,Oviedo,Fla.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Oviedo
1999.0,Moore,Scott,Simon,25.0,0.0,313.0,12.5,41.0,118.0,19.0,46.0,0.41304347826086957,22.0,72.0,0.3055555555555556,17.0,22.0,0.7727272727272727,NA,NA,9.0,21.0,0.0,7.0,121.0,4.8,30.0,35.0,0.0,34.0,Junior,6-6,78.0,230,0.0,Gadsden,S.C.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Lower Richland
1999.0,Ragler,Garland,Garland,30.0,19.0,424.0,14.1,45.0,121.0,36.0,89.0,0.4044943820224719,9.0,32.0,0.28125,18.0,30.0,0.6,NA,NA,22.0,42.0,3.0,15.0,117.0,3.9,59.0,39.0,0.0,33.0,Junior,6-4,76.0,185,0.0,Baltimore,Md.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Catonsville Community College
1999.0,Likcholitov,L.F.,L.F.,31.0,26.0,404.0,13.0,44.0,98.0,44.0,98.0,0.4489795918367347,0.0,0.0,NaN,16.0,40.0,0.4,NA,NA,4.0,34.0,44.0,10.0,104.0,3.4,96.0,72.0,1.0,22.0,Sophomore,6-10,82.0,225,0.0,St. Petersburg,Russia,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,SPS Tech University
1999.0,Shtam,Alexander,Alexander,12.0,0.0,50.0,4.2,6.0,14.0,5.0,7.0,0.7142857142857143,1.0,7.0,0.14285714285714285,5.0,8.0,0.625,NA,NA,2.0,1.0,0.0,2.0,18.0,1.5,4.0,6.0,0.0,12.0,Freshman,6-3,75.0,180,0.0,St. Petersburg,Russia,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Lahainaluna
1999.0,Park,Jason,Jason,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,Junior,6-6,78.0,195,0.0,Dumfries,Va.,http://vcuathletics.com/sports/mbkb/archives/199899_Stats,Potomac
2e3,Jones,Bo,Bo,28.0,28.0,810.0,28.9,161.0,397.0,113.0,234.0,0.4829059829059829,48.0,163.0,0.294478527607362,92.0,109.0,0.8440366972477065,33.0,70.0,49.0,61.0,3.0,40.0,462.0,16.5,190.0,58.0,1.0,1.0,Junior,5-11,71.0,190,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199900_Stats,Huguenot (Atlanta Metropolitan Junior College)
2e3,Taylor,LaMar,LaMar,28.0,28.0,942.0,33.6,111.0,298.0,68.0,169.0,0.40236686390532544,43.0,129.0,0.3333333333333333,79.0,110.0,0.7181818181818181,21.0,88.0,134.0,87.0,3.0,52.0,344.0,12.3,109.0,61.0,0.0,3.0,Junior,5-9,69.0,170,0.0,Richmond,Va.,http://vcuathletics.com/sports/mbkb/archives/199900_Stats,John Marshall
2e3,Hampton,Shawn,Shawn,28.0,18.0,681.0,24.3,102.0,199.0,102.0,199.0,0.5125628140703518,0.0,0.0,NaN,79.0,141.0,0.5602836879432624,72.0,119.0,10.0,52.0,39.0,24.0,283.0,10.1,191.0,83.0,1.0,44.0,Sophomore,6-8,80.0,225,0.0,Baltimore,Md.,http://vcuathletics.com/sports/mbkb/archives/199900_Stats,St. Frances Academy
2e3,Okosa,Reggie,Reggie,28.0,8.0,590.0,21.1,80.0,198.0,80.0,197.0,0.40609137055837563,0.0,1.0,0.0,27.0,43.0,0.627906976744186,84.0,102.0,20.0,62.0,24.0,24.0,187.0,6.7,186.0,87.0,6.0,21.0,Sophomore,6-9,81.0,220,0.0,Claymont,Del.,http://vcuathletics.com/sports/mbkb/archives/199900_Stats,Brandywine
2e3,Lilly,Scott,Scott,28.0,9.0,651.0,23.3,57.0,168.0,28.0,74.0,0.3783783783783784,29.0,94.0,0.30851063829787234,22.0,33.0,0.6666666666666666,15.0,48.0,63.0,54.0,4.0,20.0,165.0,5.9,63.0,30.0,0.0,15.0,Junior,6-1,73.0,190,0.0,Charlotte,N.C.,http://vcuathletics.com/sports/mbkb/archives/199900_Stats,Independence
2e3,Likcholitov,L.F.,L.F.,28.0,10.0,420.0,15.0,56.0,109.0,56.0,109.0,0.5137614678899083,0.0,0.0,NaN,28.0,61.0,0.45901639344262296,42.0,63.0,6.0,40.0,33.0,8.0,140.0,5.0,105.0,60.0,2.0,22.0,Junior,6-10,82.0,240,0.0,St. Petersburg,Russia,http://vcuathletics.com/sports/mbkb/archives/199900_Stats,SPS Tech University
2e3,Treadwell,Matt,Matt,28.0,19.0,548.0,19.6,51.0,109.0,51.0,108.0,0.4722222222222222,0.0,1.0,0.0,19.0,38.0,0.5,44.0,64.0,26.0,52.0,32.0,15.0,121.0,4.3,108.0,54.0,0.0,11.0,Freshman,6-11,83.0,220,0.0,Annapolis,Md.,http://vcuathletics.com/sports/mbkb/archives/199900_Stats,St. Mary's Academy
2e3,Kodjoe,Patrick,Patrick,17.0,1.0,258.0,15.2,24.0,67.0,17.0,38.0,0.4473684210526316,7.0,29.0,0.2413793103448276,14.0,18.0,0.7777777777777778,15.0,31.0,5.0,8.0,2.0,11.0,69.0,4.1,46.0,18.0,0.0,13.0,Senior,6-7,79.0,220,0.0,Solden,Germany,http://vcuathletics.com/sports/mbkb/archives/199900_Stats,The Collegiate School
